 key  value 
0 557.1
2 481.16
4 598.11
8 217.96
10 447.05
12 126.11
13 631.75
14 405.06
16 0
18 249.09
22 329.44
31 293.33
32 371.81
33 523.4
35 73.2
36 77.61
40 798.54
43 175.66
44 24.29
47 48.27
48 124.55
49 705.36
50 44.31
51 154.21
54 103.26
58 97.44
64 313.21
68 674.18
70 132.82
78 204.5
96 48.16
108 651.37
112 174.26
114 24.18
116 70.78
118 22.19
119 680.82
128 468.47
129 227.6
140 47.47
142 658.37
145 44.86
161 51.93
192 96.59
222 68.7
224 845.17
241 99
246 75.81
256 524.17
262 632.52
265 603.42
274 119.74
305 91.68
320 244.17
368 549.01
369 575.61
383 159.11
400 138.12
410 207.66
416 436.95
417 233.06
419 182.65
424 862.54
429 380.63
433 408.43
442 489.86
448 575.05
453 521.15
484 464.45
494 358.19
503 161.13
504 277.44
512 664.66
518 436.43
523 305.17
529 333.94
545 183.21
572 184.12
640 293.33
658 205.21
683 228.22
689 234.75
733 252
768 263.15
775 281.36
786 270.77
832 493.6
857 300.94
859 323.58
879 315.67
881 344.06
888 610.35
893 339.38
896 363.22
944 378.81
951 340.08
960 361.65
969 401.4
985 382.6
1004 717.37
1005 483.42
1006 512.41
1016 922.86
1021 362.58
1024 741.52
1028 384.72
1032 998.88
1034 459.9
1036 703.35
1037 427.54
1040 590.51
1047 540.55
1056 639.58
1065 387.09
1068 565.18
1072 539.16
1074 407.08
1075 435.21
1104 420.25
1111 464.5
1116 614.89
1119 409.94
1120 486.91
1128 790.77
1129 641.43
1132 772.29
1133 665.74
1136 438.62
1139 511.13
1142 433.51
1152 449.52
1172 531.81
1182 442.9
1200 504.83
1202 558.96
1203 464.71
1213 689.79
1229 469.26
1264 740.74
1280 722.43
1283 487.29
1304 491.84
1305 714.81
1321 594.34
1339 780.13
1343 619.35
1359 516.05
1369 524.87
1408 10000
1438 546.76
1440 819.18
1443 654.92
1456 538.88
1462 570.94
1474 675.42
1480 793.62
1486 847.58
1489 561.61
1519 876.87
1527 585.55
1528 593.93
1536 671.96
1540 905.57
1584 1054.68
1585 609.58
1587 934.28
1589 710.68
1600 963.88
1611 632.1
1626 617.32
1632 607.96
1664 644.48
1686 637.42
1711 667.51
1719 654.93
1744 802.64
1749 675.4
1755 659.75
1783 691.27
1792 703.58
1818 686.3
1824 688
1826 711.71
1829 698.09
1885 727.03
1912 709.23
1918 749.89
1920 868.05
1969 748.3
1985 745.25
2014 771.74
2025 800.41
2033 776.6
2048 788.93
2067 767.4
2108 864.34
2109 800.68
2112 822.37
2138 791.69
2149 825.78
2175 816.14
2189 845.6
2216 848.26
2240 996.61
2247 838.78
2250 867.07
2266 889.99
2272 866.36
2286 892.44
2287 885.7
2295 861.61
2300 885.34
2301 885.51
2304 918.87
2321 909.17
2327 917.15
2330 929.02
2351 941.56
2355 951.09
2357 933.28
2362 909.75
2384 1018.85
2387 930.89
2389 963.66
2392 975.79
2399 957.16
2412 954.8
2416 1036.44
2418 981.32
2424 985.56
2427 1000.92
2430 1012.45
2432 986.49
2444 1014.29
2456 1003.91
2460 1018.78
2462 1022.04
2464 10000
2465 1023.29
2468 978.84
2472 1005.44
2473 1034.79
2476 1036.52
2477 1044.27
2478 1062.67
2480 1036.48
2486 1025.94
2488 1026.13
2491 1058.91
2493 1008.49
2496 1029.31
2507 1001.97
2510 1042.04
2512 1037.06
2513 1088.93
2514 1054.42
2518 1030.93
2527 1031.94
2536 1052.53
2552 1048.35
2560 1052.43
2561 1072.13
2592 1095.63
